"Account","Date","kWh","month","day","year","hour","DayofWeek","weekdays","peakhour","temperature"
999999999,"1/8/2014",101.205,1,8,2014,11,3,1,1,19.9
999999999,"1/8/2014",84.63,1,8,2014,12,3,1,1,21.9
999999999,"1/8/2014",77.295,1,8,2014,13,3,1,1,21
999999999,"1/8/2014",72.3,1,8,2014,14,3,1,1,21.9
999999999,"1/8/2014",40.65,1,8,2014,15,3,1,1,21
999999999,"1/8/2014",50.2713811884995,1,8,2014,16,3,1,1,19.9
999999999,"1/8/2014",48.1997018622525,1,8,2014,17,3,1,1,19.9
999999999,"1/8/2014",46.1280225360056,1,8,2014,18,3,1,1,19.9
999999999,"1/8/2014",41.8562270222125,1,8,2014,19,3,1,1,19
999999999,"1/8/2014",-46.1567724046873,1,8,2014,20,3,1,0,19
999999999,"1/8/2014",-48.2284517309342,1,8,2014,21,3,1,0,19
999999999,"1/8/2014",-50.3001310571812,1,8,2014,22,3,1,0,19
999999999,"1/8/2014",-50.1716941958819,1,8,2014,23,3,1,0,19.9
999999999,"1/9/2014",-0.852177319135613,1,9,2014,0,4,1,0,19.9
999999999,"1/9/2014",-2.92385664538255,1,9,2014,1,4,1,0,19.9
999999999,"1/9/2014",-7.19565215917567,1,9,2014,2,4,1,0,19
999999999,"1/9/2014",-7.06721529787642,1,9,2014,3,4,1,0,19.9
999999999,"1/9/2014",-9.13889462412336,1,9,2014,4,4,1,0,19.9
999999999,"1/9/2014",-13.4106901379164,1,9,2014,5,4,1,0,19
999999999,"1/9/2014",20.49,1,9,2014,6,4,1,0,19
999999999,"1/9/2014",110.354999,1,9,2014,7,4,1,1,19.9
999999999,"1/9/2014",127.019998,1,9,2014,8,4,1,1,21.9
999999999,"1/9/2014",241.919994,1,9,2014,9,4,1,1,24.1
999999999,"1/9/2014",308.579991,1,9,2014,10,4,1,1,26.1
999999999,"1/9/2014",303.929994,1,9,2014,11,4,1,1,26.1
999999999,"1/9/2014",292.844992,1,9,2014,12,4,1,1,28
999999999,"1/9/2014",286.304993,1,9,2014,13,4,1,1,30
999999999,"1/9/2014",86.64,1,9,2014,14,4,1,1,30
999999999,"1/9/2014",45.87,1,9,2014,15,4,1,1,28.9
999999999,"1/9/2014",69.298745707764,1,9,2014,16,4,1,1,27
999999999,"1/9/2014",57.4487722146451,1,9,2014,17,4,1,1,23
999999999,"1/9/2014",60.2662399718341,1,9,2014,18,4,1,1,25
999999999,"1/9/2014",53.3054135621512,1,9,2014,19,4,1,1,23
999999999,"1/9/2014",-37.3966167606383,1,9,2014,20,4,1,0,21.9
999999999,"1/9/2014",-39.4682960868853,1,9,2014,21,4,1,0,21.9
999999999,"1/9/2014",-48.6292386841143,1,9,2014,22,4,1,0,19
999999999,"1/9/2014",-50.7009180103612,1,9,2014,23,4,1,0,19
999999999,"1/10/2014",-1.38140113361499,1,10,2014,0,5,1,0,19
999999999,"1/10/2014",-3.45308045986192,1,10,2014,1,5,1,0,19
999999999,"1/10/2014",-5.52475978610886,1,10,2014,2,5,1,0,19
999999999,"1/10/2014",-5.39632292480962,1,10,2014,3,5,1,0,19.9
999999999,"1/10/2014",-2.5788551676206,1,10,2014,4,5,1,0,21.9
999999999,"1/10/2014",0.727527297912061,1,10,2014,5,5,1,0,24.1
999999999,"1/10/2014",20.145,1,10,2014,6,5,1,0,24.1
999999999,"1/10/2014",93.044999,1,10,2014,7,5,1,1,23
999999999,"1/10/2014",126.479999,1,10,2014,8,5,1,1,24.1
999999999,"1/10/2014",125.699994,1,10,2014,9,5,1,1,27
999999999,"1/10/2014",115.29,1,10,2014,10,5,1,1,28
999999999,"1/10/2014",95.64,1,10,2014,11,5,1,1,30
999999999,"1/10/2014",92.31,1,10,2014,12,5,1,1,30.9
999999999,"1/10/2014",70.065,1,10,2014,13,5,1,1,32
999999999,"1/10/2014",37.905,1,10,2014,14,5,1,1,32
999999999,"1/10/2014",13.455,1,10,2014,15,5,1,1,32
999999999,"1/10/2014",85.8815366853105,1,10,2014,16,5,1,1,33.1
999999999,"1/10/2014",88.6990044424995,1,10,2014,17,5,1,1,35.1
999999999,"1/10/2014",88.8274413037987,1,10,2014,18,5,1,1,36
999999999,"1/10/2014",84.5556457900056,1,10,2014,19,5,1,1,35.1
999999999,"1/10/2014",-3.45735363689417,1,10,2014,20,5,1,0,35.1
